Filename,STFT_Time_s,Mel_Filterbank_Time_s,Log_Scaling_Time_s,DCT_Time_s,Total_MFCC_Time_s
..\dataset\raw_audio\Actor_16\03-01-04-02-01-01-16.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_16\03-01-04-02-01-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-04-02-02-01-16.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_16\03-01-04-02-02-02-16.wav,0.0050,0.0000,0.0010,0.0010,0.0070
..\dataset\raw_audio\Actor_16\03-01-05-01-01-01-16.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_16\03-01-05-01-01-02-16.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_16\03-01-05-01-02-01-16.wav,0.0045,0.0010,0.0010,0.0000,0.0065
..\dataset\raw_audio\Actor_16\03-01-05-01-02-02-16.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_16\03-01-05-02-01-01-16.wav,0.0053,0.0000,0.0010,0.0000,0.0063
..\dataset\raw_audio\Actor_16\03-01-05-02-01-02-16.wav,0.0082,0.0010,0.0000,0.0010,0.0102
..\dataset\raw_audio\Actor_16\03-01-05-02-02-01-16.wav,0.0034,0.0000,0.0006,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-05-02-02-02-16.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-06-01-01-01-16.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_16\03-01-06-01-01-02-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-06-01-02-01-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-06-01-02-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-06-02-01-01-16.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_16\03-01-06-02-01-02-16.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-06-02-02-01-16.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-06-02-02-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-07-01-01-01-16.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-07-01-01-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-07-01-02-01-16.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_16\03-01-07-01-02-02-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-07-02-01-01-16.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_16\03-01-07-02-01-02-16.wav,0.0042,0.0010,0.0010,0.0000,0.0062
..\dataset\raw_audio\Actor_16\03-01-07-02-02-01-16.wav,0.0043,0.0010,0.0010,0.0000,0.0063
..\dataset\raw_audio\Actor_16\03-01-07-02-02-02-16.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_16\03-01-08-01-01-01-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-08-01-01-02-16.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_16\03-01-08-01-02-01-16.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_16\03-01-08-01-02-02-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-08-02-01-01-16.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_16\03-01-08-02-01-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-08-02-02-01-16.wav,0.0030,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_16\03-01-08-02-02-02-16.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-01-01-01-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-01-01-01-02-17.wav,0.0035,0.0010,0.0000,0.0000,0.0045
..\dataset\raw_audio\Actor_17\03-01-01-01-02-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-01-01-02-02-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-02-01-01-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-02-01-01-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-02-01-02-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-02-01-02-02-17.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_17\03-01-02-02-01-01-17.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_17\03-01-02-02-01-02-17.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_17\03-01-02-02-02-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-02-02-02-02-17.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-03-01-01-01-17.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-03-01-01-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-03-01-02-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-03-01-02-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-03-02-01-01-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-03-02-01-02-17.wav,0.0040,0.0000,0.0010,0.0010,0.0060
..\dataset\raw_audio\Actor_17\03-01-03-02-02-01-17.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_17\03-01-03-02-02-02-17.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_17\03-01-04-01-01-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-04-01-01-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-04-01-02-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-04-01-02-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-04-02-01-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-04-02-01-02-17.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-04-02-02-01-17.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_17\03-01-04-02-02-02-17.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-05-01-01-01-17.wav,0.0033,0.0010,0.0000,0.0000,0.0043
..\dataset\raw_audio\Actor_17\03-01-05-01-01-02-17.wav,0.0035,0.0010,0.0000,0.0000,0.0045
..\dataset\raw_audio\Actor_17\03-01-05-01-02-01-17.wav,0.0031,0.0010,0.0000,0.0010,0.0051
..\dataset\raw_audio\Actor_17\03-01-05-01-02-02-17.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_17\03-01-05-02-01-01-17.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_17\03-01-05-02-01-02-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-05-02-02-01-17.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-05-02-02-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-06-01-01-01-17.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-06-01-01-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-06-01-02-01-17.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_17\03-01-06-01-02-02-17.wav,0.0034,0.0010,0.0000,0.0000,0.0044
..\dataset\raw_audio\Actor_17\03-01-06-02-01-01-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-06-02-01-02-17.wav,0.0032,0.0000,0.0010,0.0000,0.0042
..\dataset\raw_audio\Actor_17\03-01-06-02-02-01-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-06-02-02-02-17.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_17\03-01-07-01-01-01-17.wav,0.0033,0.0010,0.0000,0.0000,0.0043
..\dataset\raw_audio\Actor_17\03-01-07-01-01-02-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-07-01-02-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-07-01-02-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-07-02-01-01-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-07-02-01-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-07-02-02-01-17.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_17\03-01-07-02-02-02-17.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_17\03-01-08-01-01-01-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-08-01-01-02-17.wav,0.0032,0.0000,0.0010,0.0000,0.0042
..\dataset\raw_audio\Actor_17\03-01-08-01-02-01-17.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_17\03-01-08-01-02-02-17.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_17\03-01-08-02-01-01-17.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_17\03-01-08-02-01-02-17.wav,0.0036,0.0000,0.0010,0.0000,0.0046
..\dataset\raw_audio\Actor_17\03-01-08-02-02-01-17.wav,0.0035,0.0000,0.0010,0.0000,0.0045
..\dataset\raw_audio\Actor_17\03-01-08-02-02-02-17.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-01-01-01-01-18.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_18\03-01-01-01-01-02-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-01-01-02-01-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-01-01-02-02-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-02-01-01-01-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-02-01-01-02-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-02-01-02-01-18.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_18\03-01-02-01-02-02-18.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_18\03-01-02-02-01-01-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-02-02-01-02-18.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-02-02-02-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-02-02-02-02-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-03-01-01-01-18.wav,0.0036,0.0000,0.0010,0.0000,0.0046
..\dataset\raw_audio\Actor_18\03-01-03-01-01-02-18.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-03-01-02-01-18.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-03-01-02-02-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-03-02-01-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-03-02-01-02-18.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-03-02-02-01-18.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-03-02-02-02-18.wav,0.0044,0.0010,0.0000,0.0000,0.0054
..\dataset\raw_audio\Actor_18\03-01-04-01-01-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-04-01-01-02-18.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_18\03-01-04-01-02-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-04-01-02-02-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-04-02-01-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-04-02-01-02-18.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_18\03-01-04-02-02-01-18.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-04-02-02-02-18.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_18\03-01-05-01-01-01-18.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_18\03-01-05-01-01-02-18.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_18\03-01-05-01-02-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-05-01-02-02-18.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_18\03-01-05-02-01-01-18.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_18\03-01-05-02-01-02-18.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_18\03-01-05-02-02-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-05-02-02-02-18.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_18\03-01-06-01-01-01-18.wav,0.0040,0.0000,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-06-01-01-02-18.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-06-01-02-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-06-01-02-02-18.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-06-02-01-01-18.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_18\03-01-06-02-01-02-18.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_18\03-01-06-02-02-01-18.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_18\03-01-06-02-02-02-18.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_18\03-01-07-01-01-01-18.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_18\03-01-07-01-01-02-18.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_18\03-01-07-01-02-01-18.wav,0.0032,0.0014,0.0000,0.0000,0.0046
..\dataset\raw_audio\Actor_18\03-01-07-01-02-02-18.wav,0.0040,0.0000,0.0013,0.0010,0.0063
..\dataset\raw_audio\Actor_18\03-01-07-02-01-01-18.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_18\03-01-07-02-01-02-18.wav,0.0053,0.0000,0.0010,0.0000,0.0063
..\dataset\raw_audio\Actor_18\03-01-07-02-02-01-18.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_18\03-01-07-02-02-02-18.wav,0.0070,0.0000,0.0020,0.0000,0.0090
..\dataset\raw_audio\Actor_18\03-01-08-01-01-01-18.wav,0.0100,0.0010,0.0010,0.0000,0.0120
..\dataset\raw_audio\Actor_18\03-01-08-01-01-02-18.wav,0.0090,0.0010,0.0010,0.0000,0.0110
..\dataset\raw_audio\Actor_18\03-01-08-01-02-01-18.wav,0.0060,0.0010,0.0010,0.0000,0.0081
..\dataset\raw_audio\Actor_18\03-01-08-01-02-02-18.wav,0.0090,0.0000,0.0020,0.0000,0.0110
..\dataset\raw_audio\Actor_18\03-01-08-02-01-01-18.wav,0.0082,0.0010,0.0010,0.0000,0.0102
..\dataset\raw_audio\Actor_18\03-01-08-02-01-02-18.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_18\03-01-08-02-02-01-18.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_18\03-01-08-02-02-02-18.wav,0.0061,0.0010,0.0010,0.0000,0.0081
..\dataset\raw_audio\Actor_19\03-01-01-01-01-01-19.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_19\03-01-01-01-01-02-19.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_19\03-01-01-01-02-01-19.wav,0.0092,0.0010,0.0010,0.0000,0.0111
..\dataset\raw_audio\Actor_19\03-01-01-01-02-02-19.wav,0.0080,0.0010,0.0010,0.0000,0.0100
..\dataset\raw_audio\Actor_19\03-01-02-01-01-01-19.wav,0.0080,0.0000,0.0010,0.0010,0.0100
..\dataset\raw_audio\Actor_19\03-01-02-01-01-02-19.wav,0.0066,0.0010,0.0000,0.0010,0.0086
..\dataset\raw_audio\Actor_19\03-01-02-01-02-01-19.wav,0.0078,0.0000,0.0010,0.0000,0.0088
..\dataset\raw_audio\Actor_19\03-01-02-01-02-02-19.wav,0.0090,0.0010,0.0010,0.0000,0.0110
..\dataset\raw_audio\Actor_19\03-01-02-02-01-01-19.wav,0.0080,0.0010,0.0020,0.0000,0.0110
..\dataset\raw_audio\Actor_19\03-01-02-02-01-02-19.wav,0.0071,0.0000,0.0020,0.0000,0.0091
..\dataset\raw_audio\Actor_19\03-01-02-02-02-01-19.wav,0.0074,0.0010,0.0020,0.0000,0.0104
..\dataset\raw_audio\Actor_19\03-01-02-02-02-02-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-03-01-01-01-19.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_19\03-01-03-01-01-02-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-03-01-02-01-19.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_19\03-01-03-01-02-02-19.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_19\03-01-03-02-01-01-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-03-02-01-02-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-03-02-02-01-19.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-03-02-02-02-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-04-01-01-01-19.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_19\03-01-04-01-01-02-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-04-01-02-01-19.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_19\03-01-04-01-02-02-19.wav,0.0032,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_19\03-01-04-02-01-01-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-04-02-01-02-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-04-02-02-01-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-04-02-02-02-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-05-01-01-01-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-05-01-01-02-19.wav,0.0052,0.0010,0.0010,0.0000,0.0072
..\dataset\raw_audio\Actor_19\03-01-05-01-02-01-19.wav,0.0050,0.0010,0.0000,0.0010,0.0070
..\dataset\raw_audio\Actor_19\03-01-05-01-02-02-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-05-02-01-01-19.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_19\03-01-05-02-01-02-19.wav,0.0064,0.0010,0.0013,0.0000,0.0087
..\dataset\raw_audio\Actor_19\03-01-05-02-02-01-19.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_19\03-01-05-02-02-02-19.wav,0.0062,0.0000,0.0010,0.0000,0.0072
..\dataset\raw_audio\Actor_19\03-01-06-01-01-01-19.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_19\03-01-06-01-01-02-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-06-01-02-01-19.wav,0.0051,0.0010,0.0000,0.0000,0.0061
..\dataset\raw_audio\Actor_19\03-01-06-01-02-02-19.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_19\03-01-06-02-01-01-19.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_19\03-01-06-02-01-02-19.wav,0.0064,0.0000,0.0010,0.0000,0.0074
..\dataset\raw_audio\Actor_19\03-01-06-02-02-01-19.wav,0.0051,0.0000,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_19\03-01-06-02-02-02-19.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_19\03-01-07-01-01-01-19.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_19\03-01-07-01-01-02-19.wav,0.0070,0.0000,0.0020,0.0000,0.0090
..\dataset\raw_audio\Actor_19\03-01-07-01-02-01-19.wav,0.0070,0.0010,0.0000,0.0010,0.0090
..\dataset\raw_audio\Actor_19\03-01-07-01-02-02-19.wav,0.0064,0.0010,0.0010,0.0000,0.0084
..\dataset\raw_audio\Actor_19\03-01-07-02-01-01-19.wav,0.0060,0.0000,0.0020,0.0000,0.0080
..\dataset\raw_audio\Actor_19\03-01-07-02-01-02-19.wav,0.0070,0.0000,0.0020,0.0000,0.0090
..\dataset\raw_audio\Actor_19\03-01-07-02-02-01-19.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_19\03-01-07-02-02-02-19.wav,0.0060,0.0010,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_19\03-01-08-01-01-01-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-08-01-01-02-19.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_19\03-01-08-01-02-01-19.wav,0.0060,0.0000,0.0010,0.0010,0.0080
..\dataset\raw_audio\Actor_19\03-01-08-01-02-02-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-08-02-01-01-19.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_19\03-01-08-02-01-02-19.wav,0.0071,0.0010,0.0010,0.0000,0.0091
..\dataset\raw_audio\Actor_19\03-01-08-02-02-01-19.wav,0.0051,0.0010,0.0000,0.0000,0.0061
..\dataset\raw_audio\Actor_19\03-01-08-02-02-02-19.wav,0.0050,0.0010,0.0000,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-01-01-01-01-20.wav,0.0050,0.0011,0.0009,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-01-01-01-02-20.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-01-01-02-01-20.wav,0.0050,0.0010,0.0000,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-01-01-02-02-20.wav,0.0050,0.0010,0.0000,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-02-01-01-01-20.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-02-01-01-02-20.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-02-01-02-01-20.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_20\03-01-02-01-02-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-02-02-01-01-20.wav,0.0055,0.0000,0.0010,0.0000,0.0065
..\dataset\raw_audio\Actor_20\03-01-02-02-01-02-20.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-02-02-02-01-20.wav,0.0060,0.0000,0.0015,0.0000,0.0075
..\dataset\raw_audio\Actor_20\03-01-02-02-02-02-20.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-03-01-01-01-20.wav,0.0065,0.0010,0.0000,0.0010,0.0085
..\dataset\raw_audio\Actor_20\03-01-03-01-01-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-03-01-02-01-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-03-01-02-02-20.wav,0.0040,0.0010,0.0000,0.0010,0.0060
