Filename,MFCC_Extraction_Time_s
../dataset/raw_audio\Actor_06\03-01-08-02-01-01-06.wav,0.0264
../dataset/raw_audio\Actor_06\03-01-08-02-01-02-06.wav,0.0230
../dataset/raw_audio\Actor_06\03-01-08-02-02-01-06.wav,0.0280
../dataset/raw_audio\Actor_06\03-01-08-02-02-02-06.wav,0.0322
../dataset/raw_audio\Actor_07\03-01-01-01-01-01-07.wav,0.0290
../dataset/raw_audio\Actor_07\03-01-01-01-01-02-07.wav,0.0300
../dataset/raw_audio\Actor_07\03-01-01-01-02-01-07.wav,0.0260
../dataset/raw_audio\Actor_07\03-01-01-01-02-02-07.wav,0.0180
../dataset/raw_audio\Actor_07\03-01-02-01-01-01-07.wav,0.0153
../dataset/raw_audio\Actor_07\03-01-02-01-01-02-07.wav,0.0151
../dataset/raw_audio\Actor_07\03-01-02-01-02-01-07.wav,0.0144
../dataset/raw_audio\Actor_07\03-01-02-01-02-02-07.wav,0.0150
../dataset/raw_audio\Actor_07\03-01-02-02-01-01-07.wav,0.0142
../dataset/raw_audio\Actor_07\03-01-02-02-01-02-07.wav,0.0150
../dataset/raw_audio\Actor_07\03-01-02-02-02-01-07.wav,0.0174
../dataset/raw_audio\Actor_07\03-01-02-02-02-02-07.wav,0.0155
../dataset/raw_audio\Actor_07\03-01-03-01-01-01-07.wav,0.0140
../dataset/raw_audio\Actor_07\03-01-03-01-01-02-07.wav,0.0140
../dataset/raw_audio\Actor_07\03-01-03-01-02-01-07.wav,0.0130
../dataset/raw_audio\Actor_07\03-01-03-01-02-02-07.wav,0.0135
../dataset/raw_audio\Actor_07\03-01-03-02-01-01-07.wav,0.0202
../dataset/raw_audio\Actor_07\03-01-03-02-01-02-07.wav,0.0171
../dataset/raw_audio\Actor_07\03-01-03-02-02-01-07.wav,0.0160
../dataset/raw_audio\Actor_07\03-01-03-02-02-02-07.wav,0.0145
../dataset/raw_audio\Actor_07\03-01-04-01-01-01-07.wav,0.0150
../dataset/raw_audio\Actor_07\03-01-04-01-01-02-07.wav,0.0191
../dataset/raw_audio\Actor_07\03-01-04-01-02-01-07.wav,0.0240
../dataset/raw_audio\Actor_07\03-01-04-01-02-02-07.wav,0.0200
../dataset/raw_audio\Actor_07\03-01-04-02-01-01-07.wav,0.0143
../dataset/raw_audio\Actor_07\03-01-04-02-01-02-07.wav,0.0160
../dataset/raw_audio\Actor_07\03-01-04-02-02-01-07.wav,0.0160
../dataset/raw_audio\Actor_07\03-01-04-02-02-02-07.wav,0.0233
../dataset/raw_audio\Actor_07\03-01-05-01-01-01-07.wav,0.0290
../dataset/raw_audio\Actor_07\03-01-05-01-01-02-07.wav,0.0272
../dataset/raw_audio\Actor_07\03-01-05-01-02-01-07.wav,0.0320
../dataset/raw_audio\Actor_07\03-01-05-01-02-02-07.wav,0.0320
../dataset/raw_audio\Actor_07\03-01-05-02-01-01-07.wav,0.0154
../dataset/raw_audio\Actor_07\03-01-05-02-01-02-07.wav,0.0193
../dataset/raw_audio\Actor_07\03-01-05-02-02-01-07.wav,0.0172
../dataset/raw_audio\Actor_07\03-01-05-02-02-02-07.wav,0.0200
../dataset/raw_audio\Actor_07\03-01-06-01-01-01-07.wav,0.0140
../dataset/raw_audio\Actor_07\03-01-06-01-01-02-07.wav,0.0160
../dataset/raw_audio\Actor_07\03-01-06-01-02-01-07.wav,0.0164
../dataset/raw_audio\Actor_07\03-01-06-01-02-02-07.wav,0.0180
../dataset/raw_audio\Actor_07\03-01-06-02-01-01-07.wav,0.0204
../dataset/raw_audio\Actor_07\03-01-06-02-01-02-07.wav,0.0364
../dataset/raw_audio\Actor_07\03-01-06-02-02-01-07.wav,0.0495
../dataset/raw_audio\Actor_07\03-01-06-02-02-02-07.wav,0.0310
../dataset/raw_audio\Actor_07\03-01-07-01-01-01-07.wav,0.0205
../dataset/raw_audio\Actor_07\03-01-07-01-01-02-07.wav,0.0212
../dataset/raw_audio\Actor_07\03-01-07-01-02-01-07.wav,0.0240
../dataset/raw_audio\Actor_07\03-01-07-01-02-02-07.wav,0.0255
../dataset/raw_audio\Actor_07\03-01-07-02-01-01-07.wav,0.0287
../dataset/raw_audio\Actor_07\03-01-07-02-01-02-07.wav,0.0256
../dataset/raw_audio\Actor_07\03-01-07-02-02-01-07.wav,0.0242
../dataset/raw_audio\Actor_07\03-01-07-02-02-02-07.wav,0.0510
../dataset/raw_audio\Actor_07\03-01-08-01-01-01-07.wav,0.0267
../dataset/raw_audio\Actor_07\03-01-08-01-01-02-07.wav,0.0222
../dataset/raw_audio\Actor_07\03-01-08-01-02-01-07.wav,0.0210
../dataset/raw_audio\Actor_07\03-01-08-01-02-02-07.wav,0.0210
../dataset/raw_audio\Actor_07\03-01-08-02-01-01-07.wav,0.0254
../dataset/raw_audio\Actor_07\03-01-08-02-01-02-07.wav,0.0251
../dataset/raw_audio\Actor_07\03-01-08-02-02-01-07.wav,0.0295
../dataset/raw_audio\Actor_07\03-01-08-02-02-02-07.wav,0.0292
../dataset/raw_audio\Actor_08\03-01-01-01-01-01-08.wav,0.0571
../dataset/raw_audio\Actor_08\03-01-01-01-01-02-08.wav,0.0413
../dataset/raw_audio\Actor_08\03-01-01-01-02-01-08.wav,0.0241
../dataset/raw_audio\Actor_08\03-01-01-01-02-02-08.wav,0.0300
../dataset/raw_audio\Actor_08\03-01-02-01-01-01-08.wav,0.0265
../dataset/raw_audio\Actor_08\03-01-02-01-01-02-08.wav,0.0271
../dataset/raw_audio\Actor_08\03-01-02-01-02-01-08.wav,0.0520
../dataset/raw_audio\Actor_08\03-01-02-01-02-02-08.wav,0.0315
../dataset/raw_audio\Actor_08\03-01-02-02-01-01-08.wav,0.0352
../dataset/raw_audio\Actor_08\03-01-02-02-01-02-08.wav,0.0290
../dataset/raw_audio\Actor_08\03-01-02-02-02-01-08.wav,0.0292
../dataset/raw_audio\Actor_08\03-01-02-02-02-02-08.wav,0.0280
../dataset/raw_audio\Actor_08\03-01-03-01-01-01-08.wav,0.0565
../dataset/raw_audio\Actor_08\03-01-03-01-01-02-08.wav,0.0370
../dataset/raw_audio\Actor_08\03-01-03-01-02-01-08.wav,0.0276
../dataset/raw_audio\Actor_08\03-01-03-01-02-02-08.wav,0.0224
../dataset/raw_audio\Actor_08\03-01-03-02-01-01-08.wav,0.0240
../dataset/raw_audio\Actor_08\03-01-03-02-01-02-08.wav,0.0221
../dataset/raw_audio\Actor_08\03-01-03-02-02-01-08.wav,0.0493
../dataset/raw_audio\Actor_08\03-01-03-02-02-02-08.wav,0.0350
../dataset/raw_audio\Actor_08\03-01-04-01-01-01-08.wav,0.0590
../dataset/raw_audio\Actor_08\03-01-04-01-01-02-08.wav,0.0286
../dataset/raw_audio\Actor_08\03-01-04-01-02-01-08.wav,0.0250
../dataset/raw_audio\Actor_08\03-01-04-01-02-02-08.wav,0.0240
../dataset/raw_audio\Actor_08\03-01-04-02-01-01-08.wav,0.0224
../dataset/raw_audio\Actor_08\03-01-04-02-01-02-08.wav,0.0226
../dataset/raw_audio\Actor_08\03-01-04-02-02-01-08.wav,0.0207
../dataset/raw_audio\Actor_08\03-01-04-02-02-02-08.wav,0.0237
../dataset/raw_audio\Actor_08\03-01-05-01-01-01-08.wav,0.0300
../dataset/raw_audio\Actor_08\03-01-05-01-01-02-08.wav,0.0320
../dataset/raw_audio\Actor_08\03-01-05-01-02-01-08.wav,0.0212
../dataset/raw_audio\Actor_08\03-01-05-01-02-02-08.wav,0.0220
../dataset/raw_audio\Actor_08\03-01-05-02-01-01-08.wav,0.0251
../dataset/raw_audio\Actor_08\03-01-05-02-01-02-08.wav,0.0320
../dataset/raw_audio\Actor_08\03-01-05-02-02-01-08.wav,0.0370
../dataset/raw_audio\Actor_08\03-01-05-02-02-02-08.wav,0.0221
../dataset/raw_audio\Actor_08\03-01-06-01-01-01-08.wav,0.0230
../dataset/raw_audio\Actor_08\03-01-06-01-01-02-08.wav,0.0299
../dataset/raw_audio\Actor_08\03-01-06-01-02-01-08.wav,0.0259
../dataset/raw_audio\Actor_08\03-01-06-01-02-02-08.wav,0.0318
../dataset/raw_audio\Actor_08\03-01-06-02-01-01-08.wav,0.0220
../dataset/raw_audio\Actor_08\03-01-06-02-01-02-08.wav,0.0250
../dataset/raw_audio\Actor_08\03-01-06-02-02-01-08.wav,0.0253
../dataset/raw_audio\Actor_08\03-01-06-02-02-02-08.wav,0.0350
../dataset/raw_audio\Actor_08\03-01-07-01-01-01-08.wav,0.0271
../dataset/raw_audio\Actor_08\03-01-07-01-01-02-08.wav,0.0291
../dataset/raw_audio\Actor_08\03-01-07-01-02-01-08.wav,0.0270
../dataset/raw_audio\Actor_08\03-01-07-01-02-02-08.wav,0.0191
../dataset/raw_audio\Actor_08\03-01-07-02-01-01-08.wav,0.0210
../dataset/raw_audio\Actor_08\03-01-07-02-01-02-08.wav,0.0184
../dataset/raw_audio\Actor_08\03-01-07-02-02-01-08.wav,0.0189
../dataset/raw_audio\Actor_08\03-01-07-02-02-02-08.wav,0.0201
../dataset/raw_audio\Actor_08\03-01-08-01-01-01-08.wav,0.0210
../dataset/raw_audio\Actor_08\03-01-08-01-01-02-08.wav,0.0190
../dataset/raw_audio\Actor_08\03-01-08-01-02-01-08.wav,0.0190
../dataset/raw_audio\Actor_08\03-01-08-01-02-02-08.wav,0.0163
../dataset/raw_audio\Actor_08\03-01-08-02-01-01-08.wav,0.0142
../dataset/raw_audio\Actor_08\03-01-08-02-01-02-08.wav,0.0190
../dataset/raw_audio\Actor_08\03-01-08-02-02-01-08.wav,0.0172
../dataset/raw_audio\Actor_08\03-01-08-02-02-02-08.wav,0.0180
../dataset/raw_audio\Actor_09\03-01-01-01-01-01-09.wav,0.0182
../dataset/raw_audio\Actor_09\03-01-01-01-01-02-09.wav,0.0180
../dataset/raw_audio\Actor_09\03-01-01-01-02-01-09.wav,0.0154
../dataset/raw_audio\Actor_09\03-01-01-01-02-02-09.wav,0.0155
../dataset/raw_audio\Actor_09\03-01-02-01-01-01-09.wav,0.0200
../dataset/raw_audio\Actor_09\03-01-02-01-01-02-09.wav,0.0160
../dataset/raw_audio\Actor_09\03-01-02-01-02-01-09.wav,0.0172
../dataset/raw_audio\Actor_09\03-01-02-01-02-02-09.wav,0.0170
../dataset/raw_audio\Actor_09\03-01-02-02-01-01-09.wav,0.0155
../dataset/raw_audio\Actor_09\03-01-02-02-01-02-09.wav,0.0176
../dataset/raw_audio\Actor_09\03-01-02-02-02-01-09.wav,0.0251
../dataset/raw_audio\Actor_09\03-01-02-02-02-02-09.wav,0.0220
../dataset/raw_audio\Actor_09\03-01-03-01-01-01-09.wav,0.0200
../dataset/raw_audio\Actor_09\03-01-03-01-01-02-09.wav,0.0191
../dataset/raw_audio\Actor_09\03-01-03-01-02-01-09.wav,0.0160
../dataset/raw_audio\Actor_09\03-01-03-01-02-02-09.wav,0.0216
../dataset/raw_audio\Actor_09\03-01-03-02-01-01-09.wav,0.0280
../dataset/raw_audio\Actor_09\03-01-03-02-01-02-09.wav,0.0192
../dataset/raw_audio\Actor_09\03-01-03-02-02-01-09.wav,0.0190
../dataset/raw_audio\Actor_09\03-01-03-02-02-02-09.wav,0.0184
../dataset/raw_audio\Actor_09\03-01-04-01-01-01-09.wav,0.0160
../dataset/raw_audio\Actor_09\03-01-04-01-01-02-09.wav,0.0181
../dataset/raw_audio\Actor_09\03-01-04-01-02-01-09.wav,0.0180
../dataset/raw_audio\Actor_09\03-01-04-01-02-02-09.wav,0.0172
../dataset/raw_audio\Actor_09\03-01-04-02-01-01-09.wav,0.0200
../dataset/raw_audio\Actor_09\03-01-04-02-01-02-09.wav,0.0150
../dataset/raw_audio\Actor_09\03-01-04-02-02-01-09.wav,0.0198
../dataset/raw_audio\Actor_09\03-01-04-02-02-02-09.wav,0.0220
../dataset/raw_audio\Actor_09\03-01-05-01-01-01-09.wav,0.0170
../dataset/raw_audio\Actor_09\03-01-05-01-01-02-09.wav,0.0200
../dataset/raw_audio\Actor_09\03-01-05-01-02-01-09.wav,0.0208
../dataset/raw_audio\Actor_09\03-01-05-01-02-02-09.wav,0.0167
../dataset/raw_audio\Actor_09\03-01-05-02-01-01-09.wav,0.0218
../dataset/raw_audio\Actor_09\03-01-05-02-01-02-09.wav,0.0210
../dataset/raw_audio\Actor_09\03-01-05-02-02-01-09.wav,0.0220
../dataset/raw_audio\Actor_09\03-01-05-02-02-02-09.wav,0.0190
../dataset/raw_audio\Actor_09\03-01-06-01-01-01-09.wav,0.0165
../dataset/raw_audio\Actor_09\03-01-06-01-01-02-09.wav,0.0160
../dataset/raw_audio\Actor_09\03-01-06-01-02-01-09.wav,0.0160
../dataset/raw_audio\Actor_09\03-01-06-01-02-02-09.wav,0.0190
../dataset/raw_audio\Actor_09\03-01-06-02-01-01-09.wav,0.0164
../dataset/raw_audio\Actor_09\03-01-06-02-01-02-09.wav,0.0174
../dataset/raw_audio\Actor_09\03-01-06-02-02-01-09.wav,0.0182
../dataset/raw_audio\Actor_09\03-01-06-02-02-02-09.wav,0.0173
../dataset/raw_audio\Actor_09\03-01-07-01-01-01-09.wav,0.0183
../dataset/raw_audio\Actor_09\03-01-07-01-01-02-09.wav,0.0160
../dataset/raw_audio\Actor_09\03-01-07-01-02-01-09.wav,0.0230
../dataset/raw_audio\Actor_09\03-01-07-01-02-02-09.wav,0.0192
../dataset/raw_audio\Actor_09\03-01-07-02-01-01-09.wav,0.0210
../dataset/raw_audio\Actor_09\03-01-07-02-01-02-09.wav,0.0130
../dataset/raw_audio\Actor_09\03-01-07-02-02-01-09.wav,0.0153
../dataset/raw_audio\Actor_09\03-01-07-02-02-02-09.wav,0.0191
../dataset/raw_audio\Actor_09\03-01-08-01-01-01-09.wav,0.0171
../dataset/raw_audio\Actor_09\03-01-08-01-01-02-09.wav,0.0200
../dataset/raw_audio\Actor_09\03-01-08-01-02-01-09.wav,0.0164
../dataset/raw_audio\Actor_09\03-01-08-01-02-02-09.wav,0.0150
../dataset/raw_audio\Actor_09\03-01-08-02-01-01-09.wav,0.0145
../dataset/raw_audio\Actor_09\03-01-08-02-01-02-09.wav,0.0130
../dataset/raw_audio\Actor_09\03-01-08-02-02-01-09.wav,0.0141
../dataset/raw_audio\Actor_09\03-01-08-02-02-02-09.wav,0.0150
../dataset/raw_audio\Actor_10\03-01-01-01-01-01-10.wav,0.0140
../dataset/raw_audio\Actor_10\03-01-01-01-01-02-10.wav,0.0370
../dataset/raw_audio\Actor_10\03-01-01-01-02-01-10.wav,0.0280
../dataset/raw_audio\Actor_10\03-01-01-01-02-02-10.wav,0.0233
../dataset/raw_audio\Actor_10\03-01-02-01-01-01-10.wav,0.0246
../dataset/raw_audio\Actor_10\03-01-02-01-01-02-10.wav,0.0192
../dataset/raw_audio\Actor_10\03-01-02-01-02-01-10.wav,0.0151
../dataset/raw_audio\Actor_10\03-01-02-01-02-02-10.wav,0.0180
../dataset/raw_audio\Actor_10\03-01-02-02-01-01-10.wav,0.0194
../dataset/raw_audio\Actor_10\03-01-02-02-01-02-10.wav,0.0235
../dataset/raw_audio\Actor_10\03-01-02-02-02-01-10.wav,0.0212
../dataset/raw_audio\Actor_10\03-01-02-02-02-02-10.wav,0.0220
../dataset/raw_audio\Actor_10\03-01-03-01-01-01-10.wav,0.0225
../dataset/raw_audio\Actor_10\03-01-03-01-01-02-10.wav,0.0216
../dataset/raw_audio\Actor_10\03-01-03-01-02-01-10.wav,0.0202
../dataset/raw_audio\Actor_10\03-01-03-01-02-02-10.wav,0.0276
../dataset/raw_audio\Actor_10\03-01-03-02-01-01-10.wav,0.0320
../dataset/raw_audio\Actor_10\03-01-03-02-01-02-10.wav,0.0296
../dataset/raw_audio\Actor_10\03-01-03-02-02-01-10.wav,0.0205
../dataset/raw_audio\Actor_10\03-01-03-02-02-02-10.wav,0.0230
../dataset/raw_audio\Actor_10\03-01-04-01-01-01-10.wav,0.0160
../dataset/raw_audio\Actor_10\03-01-04-01-01-02-10.wav,0.0224
../dataset/raw_audio\Actor_10\03-01-04-01-02-01-10.wav,0.0204
../dataset/raw_audio\Actor_10\03-01-04-01-02-02-10.wav,0.0200
../dataset/raw_audio\Actor_10\03-01-04-02-01-01-10.wav,0.0205
../dataset/raw_audio\Actor_10\03-01-04-02-01-02-10.wav,0.0182
../dataset/raw_audio\Actor_10\03-01-04-02-02-01-10.wav,0.0150
../dataset/raw_audio\Actor_10\03-01-04-02-02-02-10.wav,0.0165
../dataset/raw_audio\Actor_10\03-01-05-01-01-01-10.wav,0.0300
../dataset/raw_audio\Actor_10\03-01-05-01-01-02-10.wav,0.0400
../dataset/raw_audio\Actor_10\03-01-05-01-02-01-10.wav,0.0320
../dataset/raw_audio\Actor_10\03-01-05-01-02-02-10.wav,0.0320
../dataset/raw_audio\Actor_10\03-01-05-02-01-01-10.wav,0.0360
../dataset/raw_audio\Actor_10\03-01-05-02-01-02-10.wav,0.0401
../dataset/raw_audio\Actor_10\03-01-05-02-02-01-10.wav,0.0300
../dataset/raw_audio\Actor_10\03-01-05-02-02-02-10.wav,0.0290
../dataset/raw_audio\Actor_10\03-01-06-01-01-01-10.wav,0.0253
../dataset/raw_audio\Actor_10\03-01-06-01-01-02-10.wav,0.0220
../dataset/raw_audio\Actor_10\03-01-06-01-02-01-10.wav,0.0192
../dataset/raw_audio\Actor_10\03-01-06-01-02-02-10.wav,0.0212
../dataset/raw_audio\Actor_10\03-01-06-02-01-01-10.wav,0.0173
../dataset/raw_audio\Actor_10\03-01-06-02-01-02-10.wav,0.0220
../dataset/raw_audio\Actor_10\03-01-06-02-02-01-10.wav,0.0190
../dataset/raw_audio\Actor_10\03-01-06-02-02-02-10.wav,0.0205
../dataset/raw_audio\Actor_10\03-01-07-01-01-01-10.wav,0.0214
../dataset/raw_audio\Actor_10\03-01-07-01-01-02-10.wav,0.0252
../dataset/raw_audio\Actor_10\03-01-07-01-02-01-10.wav,0.0215
../dataset/raw_audio\Actor_10\03-01-07-01-02-02-10.wav,0.0244
../dataset/raw_audio\Actor_10\03-01-07-02-01-01-10.wav,0.0171
../dataset/raw_audio\Actor_10\03-01-07-02-01-02-10.wav,0.0190
../dataset/raw_audio\Actor_10\03-01-07-02-02-01-10.wav,0.0200
../dataset/raw_audio\Actor_10\03-01-07-02-02-02-10.wav,0.0240
../dataset/raw_audio\Actor_10\03-01-08-01-01-01-10.wav,0.0156
../dataset/raw_audio\Actor_10\03-01-08-01-01-02-10.wav,0.0221
../dataset/raw_audio\Actor_10\03-01-08-01-02-01-10.wav,0.0243
../dataset/raw_audio\Actor_10\03-01-08-01-02-02-10.wav,0.0286
../dataset/raw_audio\Actor_10\03-01-08-02-01-01-10.wav,0.0310
../dataset/raw_audio\Actor_10\03-01-08-02-01-02-10.wav,0.0350
../dataset/raw_audio\Actor_10\03-01-08-02-02-01-10.wav,0.0370
../dataset/raw_audio\Actor_10\03-01-08-02-02-02-10.wav,0.0560
../dataset/raw_audio\Actor_11\03-01-01-01-01-01-11.wav,0.0262
../dataset/raw_audio\Actor_11\03-01-01-01-01-02-11.wav,0.0164
../dataset/raw_audio\Actor_11\03-01-01-01-02-01-11.wav,0.0210
../dataset/raw_audio\Actor_11\03-01-01-01-02-02-11.wav,0.0208
../dataset/raw_audio\Actor_11\03-01-02-01-01-01-11.wav,0.0150
../dataset/raw_audio\Actor_11\03-01-02-01-01-02-11.wav,0.0156
../dataset/raw_audio\Actor_11\03-01-02-01-02-01-11.wav,0.0200
../dataset/raw_audio\Actor_11\03-01-02-01-02-02-11.wav,0.0163
../dataset/raw_audio\Actor_11\03-01-02-02-01-01-11.wav,0.0208
../dataset/raw_audio\Actor_11\03-01-02-02-01-02-11.wav,0.0182
../dataset/raw_audio\Actor_11\03-01-02-02-02-01-11.wav,0.0163
../dataset/raw_audio\Actor_11\03-01-02-02-02-02-11.wav,0.0164
../dataset/raw_audio\Actor_11\03-01-03-01-01-01-11.wav,0.0140
../dataset/raw_audio\Actor_11\03-01-03-01-01-02-11.wav,0.0150
../dataset/raw_audio\Actor_11\03-01-03-01-02-01-11.wav,0.0156
../dataset/raw_audio\Actor_11\03-01-03-01-02-02-11.wav,0.0170
../dataset/raw_audio\Actor_11\03-01-03-02-01-01-11.wav,0.0201
../dataset/raw_audio\Actor_11\03-01-03-02-01-02-11.wav,0.0180
../dataset/raw_audio\Actor_11\03-01-03-02-02-01-11.wav,0.0204
../dataset/raw_audio\Actor_11\03-01-03-02-02-02-11.wav,0.0202
../dataset/raw_audio\Actor_11\03-01-04-01-01-01-11.wav,0.0270
../dataset/raw_audio\Actor_11\03-01-04-01-01-02-11.wav,0.0170
../dataset/raw_audio\Actor_11\03-01-04-01-02-01-11.wav,0.0190
../dataset/raw_audio\Actor_11\03-01-04-01-02-02-11.wav,0.0154
../dataset/raw_audio\Actor_11\03-01-04-02-01-01-11.wav,0.0167
../dataset/raw_audio\Actor_11\03-01-04-02-01-02-11.wav,0.0184
../dataset/raw_audio\Actor_11\03-01-04-02-02-01-11.wav,0.0154
../dataset/raw_audio\Actor_11\03-01-04-02-02-02-11.wav,0.0155
../dataset/raw_audio\Actor_11\03-01-05-01-01-01-11.wav,0.0196
../dataset/raw_audio\Actor_11\03-01-05-01-01-02-11.wav,0.0170
../dataset/raw_audio\Actor_11\03-01-05-01-02-01-11.wav,0.0227
../dataset/raw_audio\Actor_11\03-01-05-01-02-02-11.wav,0.0197
../dataset/raw_audio\Actor_11\03-01-05-02-01-01-11.wav,0.0192
../dataset/raw_audio\Actor_11\03-01-05-02-01-02-11.wav,0.0191
../dataset/raw_audio\Actor_11\03-01-05-02-02-01-11.wav,0.0180
../dataset/raw_audio\Actor_11\03-01-05-02-02-02-11.wav,0.0230
../dataset/raw_audio\Actor_11\03-01-06-01-01-01-11.wav,0.0179
../dataset/raw_audio\Actor_11\03-01-06-01-01-02-11.wav,0.0160
../dataset/raw_audio\Actor_11\03-01-06-01-02-01-11.wav,0.0150
../dataset/raw_audio\Actor_11\03-01-06-01-02-02-11.wav,0.0222
../dataset/raw_audio\Actor_11\03-01-06-02-01-01-11.wav,0.0260
../dataset/raw_audio\Actor_11\03-01-06-02-01-02-11.wav,0.0195
../dataset/raw_audio\Actor_11\03-01-06-02-02-01-11.wav,0.0162
../dataset/raw_audio\Actor_11\03-01-06-02-02-02-11.wav,0.0160
../dataset/raw_audio\Actor_11\03-01-07-01-01-01-11.wav,0.0182
../dataset/raw_audio\Actor_11\03-01-07-01-01-02-11.wav,0.0170
../dataset/raw_audio\Actor_11\03-01-07-01-02-01-11.wav,0.0122
../dataset/raw_audio\Actor_11\03-01-07-01-02-02-11.wav,0.0161
../dataset/raw_audio\Actor_11\03-01-07-02-01-01-11.wav,0.0155
../dataset/raw_audio\Actor_11\03-01-07-02-01-02-11.wav,0.0140
../dataset/raw_audio\Actor_11\03-01-07-02-02-01-11.wav,0.0150
../dataset/raw_audio\Actor_11\03-01-07-02-02-02-11.wav,0.0140
../dataset/raw_audio\Actor_11\03-01-08-01-01-01-11.wav,0.0123
../dataset/raw_audio\Actor_11\03-01-08-01-01-02-11.wav,0.0145
../dataset/raw_audio\Actor_11\03-01-08-01-02-01-11.wav,0.0144
../dataset/raw_audio\Actor_11\03-01-08-01-02-02-11.wav,0.0120
../dataset/raw_audio\Actor_11\03-01-08-02-01-01-11.wav,0.0129
../dataset/raw_audio\Actor_11\03-01-08-02-01-02-11.wav,0.0125
../dataset/raw_audio\Actor_11\03-01-08-02-02-01-11.wav,0.0121
../dataset/raw_audio\Actor_11\03-01-08-02-02-02-11.wav,0.0135
../dataset/raw_audio\Actor_12\03-01-01-01-01-01-12.wav,0.0130
../dataset/raw_audio\Actor_12\03-01-01-01-01-02-12.wav,0.0138
../dataset/raw_audio\Actor_12\03-01-01-01-02-01-12.wav,0.0145
../dataset/raw_audio\Actor_12\03-01-01-01-02-02-12.wav,0.0130
../dataset/raw_audio\Actor_12\03-01-02-01-01-01-12.wav,0.0144
../dataset/raw_audio\Actor_12\03-01-02-01-01-02-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-02-01-02-01-12.wav,0.0156
../dataset/raw_audio\Actor_12\03-01-02-01-02-02-12.wav,0.0136
../dataset/raw_audio\Actor_12\03-01-02-02-01-01-12.wav,0.0146
../dataset/raw_audio\Actor_12\03-01-02-02-01-02-12.wav,0.0136
../dataset/raw_audio\Actor_12\03-01-02-02-02-01-12.wav,0.0142
../dataset/raw_audio\Actor_12\03-01-02-02-02-02-12.wav,0.0141
../dataset/raw_audio\Actor_12\03-01-03-01-01-01-12.wav,0.0132
../dataset/raw_audio\Actor_12\03-01-03-01-01-02-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-03-01-02-01-12.wav,0.0123
../dataset/raw_audio\Actor_12\03-01-03-01-02-02-12.wav,0.0132
../dataset/raw_audio\Actor_12\03-01-03-02-01-01-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-03-02-01-02-12.wav,0.0140
../dataset/raw_audio\Actor_12\03-01-03-02-02-01-12.wav,0.0152
../dataset/raw_audio\Actor_12\03-01-03-02-02-02-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-04-01-01-01-12.wav,0.0164
../dataset/raw_audio\Actor_12\03-01-04-01-01-02-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-04-01-02-01-12.wav,0.0132
../dataset/raw_audio\Actor_12\03-01-04-01-02-02-12.wav,0.0130
../dataset/raw_audio\Actor_12\03-01-04-02-01-01-12.wav,0.0157
../dataset/raw_audio\Actor_12\03-01-04-02-01-02-12.wav,0.0156
../dataset/raw_audio\Actor_12\03-01-04-02-02-01-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-04-02-02-02-12.wav,0.0152
../dataset/raw_audio\Actor_12\03-01-05-01-01-01-12.wav,0.0170
../dataset/raw_audio\Actor_12\03-01-05-01-01-02-12.wav,0.0165
../dataset/raw_audio\Actor_12\03-01-05-01-02-01-12.wav,0.0135
../dataset/raw_audio\Actor_12\03-01-05-01-02-02-12.wav,0.0174
../dataset/raw_audio\Actor_12\03-01-05-02-01-01-12.wav,0.0190
../dataset/raw_audio\Actor_12\03-01-05-02-01-02-12.wav,0.0150
../dataset/raw_audio\Actor_12\03-01-05-02-02-01-12.wav,0.0141
../dataset/raw_audio\Actor_12\03-01-05-02-02-02-12.wav,0.0170
../dataset/raw_audio\Actor_12\03-01-06-01-01-01-12.wav,0.0129
../dataset/raw_audio\Actor_12\03-01-06-01-01-02-12.wav,0.0139
../dataset/raw_audio\Actor_12\03-01-06-01-02-01-12.wav,0.0125
../dataset/raw_audio\Actor_12\03-01-06-01-02-02-12.wav,0.0131
../dataset/raw_audio\Actor_12\03-01-06-02-01-01-12.wav,0.0131
../dataset/raw_audio\Actor_12\03-01-06-02-01-02-12.wav,0.0151
../dataset/raw_audio\Actor_12\03-01-06-02-02-01-12.wav,0.0143
../dataset/raw_audio\Actor_12\03-01-06-02-02-02-12.wav,0.0202
../dataset/raw_audio\Actor_12\03-01-07-01-01-01-12.wav,0.0180
../dataset/raw_audio\Actor_12\03-01-07-01-01-02-12.wav,0.0140
../dataset/raw_audio\Actor_12\03-01-07-01-02-01-12.wav,0.0140
../dataset/raw_audio\Actor_12\03-01-07-01-02-02-12.wav,0.0180
../dataset/raw_audio\Actor_12\03-01-07-02-01-01-12.wav,0.0172
../dataset/raw_audio\Actor_12\03-01-07-02-01-02-12.wav,0.0172
../dataset/raw_audio\Actor_12\03-01-07-02-02-01-12.wav,0.0232
../dataset/raw_audio\Actor_12\03-01-07-02-02-02-12.wav,0.0215
../dataset/raw_audio\Actor_12\03-01-08-01-01-01-12.wav,0.0277
../dataset/raw_audio\Actor_12\03-01-08-01-01-02-12.wav,0.0141
